timestamp,open,high,low,close,volume
2025-09-05 14:15:00,33500.0,33500.0,33500.0,33500.0,1
2025-09-08 13:15:00,33774.0,33774.0,33774.0,33774.0,1
2025-09-08 14:30:00,33800.0,33800.0,33800.0,33800.0,1
2025-09-08 14:45:00,33900.0,33900.0,33177.0,33177.0,2
2025-09-08 18:45:00,33849.0,33900.0,33849.0,33900.0,4
2025-09-08 19:00:00,33899.0,33900.0,33899.0,33900.0,13
2025-09-08 19:30:00,33881.0,33881.0,33881.0,33881.0,1
2025-09-09 08:45:00,33750.0,33750.0,33750.0,33750.0,1
2025-09-09 11:45:00,33392.0,33392.0,33392.0,33392.0,1
2025-09-09 13:15:00,33873.0,33873.0,33873.0,33873.0,1
2025-09-09 14:30:00,33900.0,33900.0,33900.0,33900.0,1
2025-09-10 06:30:00,33889.0,33890.0,33889.0,33890.0,10
2025-09-10 07:30:00,33900.0,34314.0,33900.0,34314.0,21
2025-09-10 08:15:00,33900.0,33900.0,33900.0,33900.0,15
2025-09-10 12:00:00,33401.0,33401.0,33227.0,33227.0,16
2025-09-10 12:00:00,33401.0,33401.0,33227.0,33227.0,16
2025-09-10 12:45:00,33271.0,33271.0,33270.0,33270.0,5
2025-09-10 15:30:00,33757.0,33757.0,33757.0,33757.0,1
2025-09-10 16:45:00,33681.0,33681.0,33681.0,33681.0,1
2025-09-11 06:00:00,33726.0,34000.0,33726.0,34000.0,60
2025-09-11 06:15:00,33901.0,33901.0,33901.0,33901.0,3
2025-09-11 06:30:00,33899.0,33899.0,33899.0,33899.0,3
2025-09-11 07:15:00,33820.0,33827.0,33773.0,33773.0,9
2025-09-11 14:00:00,33410.0,33490.0,33410.0,33490.0,6
2025-09-12 06:00:00,33490.0,33490.0,33490.0,33490.0,2
2025-09-12 06:45:00,33588.0,33588.0,33588.0,33588.0,1
2025-09-12 10:30:00,33285.0,33300.0,33251.0,33251.0,5
2025-09-12 10:45:00,33100.0,33100.0,33085.0,33085.0,10
2025-09-12 11:15:00,33108.0,33199.0,33108.0,33199.0,4
2025-09-12 11:45:00,33124.0,33132.0,33124.0,33132.0,10
2025-09-12 12:00:00,33105.0,33105.0,33105.0,33105.0,1
2025-09-12 12:00:00,33105.0,33105.0,33105.0,33105.0,1
2025-09-12 12:15:00,33109.0,33109.0,33109.0,33109.0,1
