timestamp,open,high,low,close,volume
2025-09-05 14:00:00,33500.0,33500.0,33500.0,33500.0,1
2025-09-08 13:00:00,33774.0,33774.0,33774.0,33774.0,1
2025-09-08 13:00:00,33774.0,33774.0,33774.0,33774.0,1
2025-09-08 14:00:00,33800.0,33900.0,33177.0,33177.0,3
2025-09-08 18:00:00,33849.0,33900.0,33849.0,33900.0,4
2025-09-08 19:00:00,33899.0,33900.0,33881.0,33881.0,14
2025-09-09 08:00:00,33750.0,33750.0,33750.0,33750.0,1
2025-09-09 11:00:00,33392.0,33392.0,33392.0,33392.0,1
2025-09-09 13:00:00,33873.0,33873.0,33873.0,33873.0,1
2025-09-09 13:00:00,33873.0,33873.0,33873.0,33873.0,1
2025-09-09 14:00:00,33900.0,33900.0,33900.0,33900.0,1
2025-09-10 06:00:00,33889.0,33890.0,33889.0,33890.0,10
2025-09-10 07:00:00,33900.0,34314.0,33900.0,34314.0,21
2025-09-10 08:00:00,33900.0,33900.0,33900.0,33900.0,15
2025-09-10 12:00:00,33401.0,33401.0,33227.0,33270.0,21
2025-09-10 15:00:00,33757.0,33757.0,33757.0,33757.0,1
2025-09-10 16:00:00,33681.0,33681.0,33681.0,33681.0,1
2025-09-11 06:00:00,33726.0,34000.0,33726.0,33899.0,66
2025-09-11 07:00:00,33820.0,33827.0,33773.0,33773.0,9
2025-09-11 14:00:00,33410.0,33490.0,33410.0,33490.0,6
2025-09-12 06:00:00,33490.0,33588.0,33490.0,33588.0,3
2025-09-12 10:00:00,33285.0,33300.0,33085.0,33085.0,15
2025-09-12 11:00:00,33108.0,33199.0,33108.0,33132.0,14
2025-09-12 12:00:00,33105.0,33109.0,33087.0,33087.0,20
2025-09-12 14:00:00,33005.0,33005.0,32911.0,32911.0,3
2025-09-12 15:00:00,33033.0,33033.0,33000.0,33000.0,2
2025-09-12 18:00:00,32830.0,32830.0,32830.0,32830.0,1
2025-09-12 19:00:00,32939.0,32939.0,32827.0,32827.0,2
2025-09-12 20:00:00,32819.0,32819.0,32819.0,32819.0,1
2025-09-13 07:00:00,32816.0,32816.0,32816.0,32816.0,5
2025-09-14 08:00:00,32937.0,32937.0,32937.0,32937.0,1
2025-09-14 12:00:00,32950.0,32950.0,32886.0,32886.0,5
2025-09-15 06:00:00,32900.0,32900.0,32900.0,32900.0,1
2025-09-15 08:00:00,32875.0,32875.0,32875.0,32875.0,1
2025-09-15 09:00:00,32700.0,32763.0,32700.0,32700.0,7
2025-09-15 10:00:00,32740.0,32740.0,32700.0,32700.0,6
2025-09-15 11:00:00,32712.0,32712.0,32712.0,32712.0,6
2025-09-15 12:00:00,32842.0,32842.0,32842.0,32842.0,1
2025-09-15 13:00:00,32785.0,32785.0,32785.0,32785.0,1
2025-09-15 13:00:00,32785.0,32785.0,32785.0,32785.0,1
2025-09-15 14:00:00,32745.0,32941.0,32745.0,32941.0,5
2025-09-15 15:00:00,32850.0,32850.0,32836.0,32836.0,4
2025-09-15 16:00:00,32759.0,32759.0,32759.0,32759.0,1
2025-09-16 06:00:00,32851.0,32974.0,32851.0,32944.0,8
