timestamp,open,high,low,close,volume
2025-08-13 12:00:00,8562.0,8566.8,8554.5,8555.8,10274
2025-08-13 12:15:00,8555.0,8564.5,8554.8,8559.0,2861
2025-08-13 12:30:00,8559.0,8563.5,8555.3,8556.2,2593
2025-08-13 12:45:00,8559.9,8564.6,8558.2,8560.9,1888
2025-08-13 13:00:00,8562.1,8564.4,8552.0,8553.6,3405
2025-08-13 13:15:00,8554.3,8555.5,8546.2,8549.4,4182
2025-08-13 13:30:00,8550.4,8563.0,8548.1,8563.0,4042
2025-08-13 13:45:00,8561.8,8563.9,8556.0,8563.4,2344
2025-08-13 14:00:00,8563.4,8572.8,8559.4,8569.2,11071
2025-08-13 14:15:00,8570.0,8570.6,8558.0,8561.8,3083
2025-08-13 14:30:00,8561.4,8565.0,8551.7,8551.7,4848
2025-08-13 14:45:00,8551.2,8568.0,8551.2,8567.4,11837
2025-08-13 15:00:00,8567.9,8568.7,8554.5,8554.6,2602
2025-08-13 15:15:00,8554.1,8555.0,8549.3,8549.9,3290
2025-08-13 15:30:00,8550.1,8562.5,8550.1,8561.1,12559
2025-08-13 15:45:00,8561.9,8561.9,8558.7,8559.0,860
2025-08-13 16:00:00,8557.0,8577.8,8557.0,8569.3,2885
2025-08-13 16:15:00,8570.9,8575.8,8569.4,8573.2,1530
2025-08-13 16:30:00,8573.2,8576.8,8565.0,8565.0,1303
2025-08-13 16:45:00,8565.0,8580.0,8564.6,8571.1,2536
2025-08-13 17:00:00,8572.1,8576.7,8572.1,8574.0,198
2025-08-13 17:15:00,8573.9,8574.9,8570.3,8570.3,354
2025-08-13 17:30:00,8573.0,8573.1,8560.8,8560.8,620
2025-08-13 17:45:00,8560.0,8563.4,8557.0,8561.1,856
2025-08-13 18:00:00,8560.4,8562.0,8556.2,8557.2,1129
2025-08-13 18:15:00,8557.2,8559.5,8556.2,8557.6,697
2025-08-13 18:30:00,8557.6,8562.4,8556.3,8559.0,499
2025-08-13 18:45:00,8559.5,8565.1,8558.9,8565.0,689
2025-08-13 19:00:00,8564.9,8571.6,8562.8,8570.4,2092
2025-08-13 19:15:00,8570.3,8579.0,8570.3,8575.2,1288
2025-08-13 19:30:00,8575.2,8577.4,8572.2,8572.2,239
2025-08-13 19:45:00,8572.3,8579.0,8572.3,8578.9,768
2025-08-13 20:00:00,8577.9,8580.0,8572.6,8577.8,792
