ticker,model_name,model_filename,model_path,model_type,mode_suffix,total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl_rub,total_pnl_pct,profit_factor,max_drawdown_rub,max_drawdown_pct,sharpe_ratio,long_trades,short_trades,avg_win_rub,avg_loss_rub,best_trade_rub,worst_trade_rub,avg_confidence,avg_tp_distance_pct,avg_sl_distance_pct,avg_rr_ratio,signals_with_tp_sl_pct,signals_with_correct_sl_pct
NRG6,rf_NRG6_15_15min,rf_NRG6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\rf_NRG6_15_15min.pkl,rf,15min,114,69,45,60.526315789473685,11615.740902980659,116.15740902980659,2.9206873099662443,1439.5625014040234,6.483090964780777,7.644945342958961,682,541,255.9918990951704,-134.3933363241355,504.0635879999993,-477.76171399999976,0.6813577698881671,2.4192612098274857,0.9677044839309951,2.499999999999998,100.0,43.7448896156991
NRG6,quad_ensemble_NRG6_15_15min,quad_ensemble_NRG6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\quad_ensemble_NRG6_15_15min.pkl,quad,15min,115,68,47,59.130434782608695,11053.178470090665,110.53178470090666,2.7225186660585985,1348.7536205873294,6.2867987039462685,7.150854577449239,663,529,256.9124785037915,-136.52915038653546,490.9328625000001,-477.76171399999976,0.7515827248876478,2.4571222105825963,0.982848884233039,2.4999999999999987,100.0,43.70805369127517
NRG6,ensemble_NRG6_15_15min,ensemble_NRG6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\ensemble_NRG6_15_15min.pkl,ensemble,15min,115,68,47,59.130434782608695,11035.924768526747,110.35924768526748,2.7142875176414263,1361.8368259034469,6.39186705401213,7.133269421034084,681,538,256.9638349716018,-136.97055339451433,490.9328625000001,-477.76171399999976,0.7425734576905271,2.4586893540912342,0.9834757416364945,2.499999999999998,100.0,43.64232977850697
NRG6,rf_NRG6_15_mtf_15min,rf_NRG6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\rf_NRG6_15_mtf_15min.pkl,rf,15min,117,68,49,58.119658119658126,10962.422747638688,109.62422747638686,2.6930357615032956,1436.7116774040223,6.723524779395944,7.024005095068997,689,533,256.4328281098217,-132.1430523230448,504.0635879999993,-477.76171399999976,0.6618833085980379,2.415940298930729,0.9663761195722925,2.499999999999998,100.0,43.04418985270049
NRG6,xgb_NRG6_15_15min,xgb_NRG6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\xgb_NRG6_15_15min.pkl,xgb,15min,116,67,49,57.758620689655174,10866.08565031462,108.6608565031462,2.682076409332356,1484.8501979034481,6.9845887766527115,6.9946274240323865,681,538,258.59715792916387,-131.83518226406846,490.9328625000001,-477.76171399999976,0.8113281847587948,2.446032024169393,0.9784128096677582,2.4999999999999973,100.0,43.64232977850697
NRG6,triple_ensemble_NRG6_15_mtf_15min,triple_ensemble_NRG6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\triple_ensemble_NRG6_15_mtf_15min.pkl,triple,15min,116,67,49,57.758620689655174,10848.280189860554,108.48280189860553,2.6587623057565417,1681.066929593162,7.765159978154312,6.959817478356787,677,538,259.5263424430064,-133.4690766085894,490.9328625000001,-477.76171399999976,0.757479787642078,2.42819248746681,0.9712769949867247,2.4999999999999982,100.0,43.37448559670782
NRG6,triple_ensemble_NRG6_15_15min,triple_ensemble_NRG6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\triple_ensemble_NRG6_15_15min.pkl,triple,15min,117,68,49,58.119658119658126,10878.985702340098,108.78985702340098,2.653327210300477,1349.3986180925822,6.341100821439362,6.937176959432814,676,538,256.7506139122545,-134.28685803455542,490.9328625000001,-477.76171399999976,0.7653176089172473,2.4457339075225533,0.9782935630090221,2.499999999999998,100.0,43.65733113673805
NRG6,quad_ensemble_NRG6_15_mtf_15min,quad_ensemble_NRG6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\quad_ensemble_NRG6_15_mtf_15min.pkl,quad,15min,116,66,50,56.896551724137936,10574.226400591186,105.74226400591185,2.6129765724278586,1681.066929593162,7.867058738859415,6.793271572066986,670,529,259.5446764865078,-131.11444495036673,504.0635879999993,-477.76171399999976,0.7444582397400101,2.409716878994306,0.963886751597723,2.4999999999999987,100.0,43.61968306922435
PTH6,xgb_PTH6_15_15min,xgb_PTH6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\xgb_PTH6_15_15min.pkl,xgb,15min,121,75,46,61.98347107438017,9008.648292558577,90.08648292558577,2.719621861915307,767.5791530709757,4.248637848358329,6.7131130445871205,636,496,189.96514978364795,-113.8856074177181,558.9714000000004,-543.8838000000004,0.8342214529671945,2.2109133718234197,0.8843653487293686,2.4999999999999982,100.0,33.48056537102473
PTH6,ensemble_PTH6_15_15min,ensemble_PTH6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\ensemble_PTH6_15_15min.pkl,ensemble,15min,120,74,46,61.66666666666667,8943.925713901906,89.43925713901906,2.7072672491473213,767.5791530709757,4.263913182109545,6.696142244902296,636,487,191.65761696103954,-113.8856074177181,558.9714000000004,-543.8838000000004,0.7516474416729475,2.2192866686449357,0.8877146674579751,2.499999999999998,100.0,33.659839715048975
PTH6,quad_ensemble_PTH6_15_mtf_15min,quad_ensemble_PTH6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\quad_ensemble_PTH6_15_mtf_15min.pkl,quad,15min,116,74,42,63.793103448275865,8895.88265383703,88.9588265383703,2.683964101427218,867.6291530709786,4.596553754358953,6.648954421438776,629,467,191.6025123933217,-125.77864912544696,558.9714000000004,-579.8416000000008,0.7618466264225233,2.2786534167605965,0.9114613667042394,2.499999999999998,100.0,34.3978102189781
PTH6,triple_ensemble_PTH6_15_15min,triple_ensemble_PTH6_15_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\triple_ensemble_PTH6_15_15min.pkl,triple,15min,121,74,47,61.15702479338842,8954.985457678198,89.54985457678198,2.6777684750041573,822.8067530709777,4.480163384249234,6.587299946108006,636,486,193.14085950139034,-113.56251373244018,558.9714000000004,-543.8838000000004,0.784845327072487,2.238296115329447,0.8953184461317791,2.499999999999999,100.0,33.9572192513369
NRG6,xgb_NRG6_15_mtf_15min,xgb_NRG6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\xgb_NRG6_15_mtf_15min.pkl,xgb,15min,118,66,52,55.932203389830505,10319.174745021832,103.1917474502183,2.511114743707174,1597.5735880925822,7.563221028529787,6.510534271198666,679,545,259.81854498600234,-131.32402353950658,490.9328625000001,-471.9940480000004,0.8067012613607665,2.419591627012129,0.9678366508048517,2.4999999999999996,100.0,43.38235294117647
PTH6,triple_ensemble_PTH6_15_mtf_15min,triple_ensemble_PTH6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\triple_ensemble_PTH6_15_mtf_15min.pkl,triple,15min,118,74,44,62.71186440677966,8810.288595257665,88.10288595257664,2.6394669517993266,867.6291530709786,4.617492372341103,6.491329960380433,640,468,191.67787100586307,-122.13349679945891,558.9714000000004,-579.8416000000008,0.7823776898951026,2.2599776968752545,0.903991078750102,2.4999999999999996,100.0,34.025270758122744
PTH6,xgb_PTH6_15_mtf_15min,xgb_PTH6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\xgb_PTH6_15_mtf_15min.pkl,xgb,15min,120,75,45,62.5,8885.348135827084,88.85348135827084,2.638122376290129,867.6291530709786,4.6358301298721365,6.48520958687089,650,476,190.79271144027268,-120.53567160429694,558.9714000000004,-579.8416000000008,0.8249933036665121,2.2449484370046933,0.897979374801878,2.4999999999999982,100.0,33.83658969804618
NRG6,ensemble_NRG6_15_mtf_15min,ensemble_NRG6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\ensemble_NRG6_15_mtf_15min.pkl,ensemble,15min,118,66,52,55.932203389830505,10258.910965331648,102.58910965331648,2.493677899397269,1681.0669295931584,7.982475347888848,6.466686767914441,681,533,259.5020101201493,-132.08118658842724,490.9328625000001,-477.76171399999976,0.7369837134238751,2.430775829965328,0.9723103319861313,2.5,100.0,43.245469522240526
PTH6,rf_PTH6_15_mtf_15min,rf_PTH6_15_mtf_15min.pkl,C:\Users\takeg\OneDrive\Документы\vibecodding\moex_bot\ml_models\rf_PTH6_15_mtf_15min.pkl,rf,15min,118,73,45,61.86440677966102,8732.86949782859,87.3286949782859,2.599162434565576,822.8067530709777,4.482981507942356,6.355268675813929,667,473,194.43522737324005,-121.35338000928724,558.9714000000004,-543.8838000000004,0.6756728863494901,2.273395736160687,0.9093582944642752,2.4999999999999987,100.0,33.33333333333333
